Q1A,Q2A,Q1B,Q2B,Q3A,Q4A,Q3B,Q4B,Q5A,Q6A,Q5B,Q6B,Q7A,Q8A,Q7B,Q8B,Q9A,Q10A,Q9B,Q10B,Q11A,Q12A,Q11B,Q12B,Q13A,Q14A,Q13B,Q14B,Q15A,Q16A,Q15B,Q16B,Q17A,Q18A,Q17B,Q18B,Q19A,Q20A,Q19B,Q20B,Q21A,Q22A,Q21B,Q22B,Q23A,Q24A,Q23B,Q24B,Q25A,Q26A,Q25B,Q26B,Q27A,Q28A,Q27B,Q28B,Q29A,Q30A,Q29B,Q30B,Q31A,Q32A,Q31B,Q32B,Q33A,Q34A,Q33B,Q34B,Q35,Q36,Q37_1,Q37_2,Q37_3,Q37_4,pid3_pipe,Q38,Q39,Q40,Q41,Q42,Q43,Q44,Q45,Q46,Q47,Q48_1,Q48_2,Q48_3,Q48_4,Q48_5,Q49,Q50,Q51,Q52,pid3,pid7,newsint,cablenews,cablenews_t,votereg,turnout22post,housevote22post,votemethod22,turnout20,ideo5,gender,birthyr,country_of_birth,age,age4,race,race4,hispanic,speakspanish,educ,educ4,pew_religimp,pew_churatd,pew_bornagain,pew_prayer,religpew,marstat,child18,ownrent,socialclass,faminc,income3,inputstate,region,urbancity,milstat_1,milstat_2,milstat_3,milstat_4,milstat_5,union_hhold_1,union_hhold_2,union_hhold_3,sexuality,student2,job,employstat2,employstat2_t,pid7_baseline,pid3_baseline,presvote20post,ideo3,starttime,endtime,rand_ab,weight
1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,1,3,1,3,1,1,4,2,2,2,4,2,7,1,2,1,3,4,3,1,54.0,78.0,3,3,1,1,1,4,BBC app mobily,1,2,6,.,1,1,2,1957.0,840,66.0,4,2,2,2,4,3,2,1,4,1,2,12,5,2,2,3,97,4,11,3,5,2,2,2,2,1,2,2,1,.,3,.,8,Dusabled,1,1,5,1,2024-03-19 13:20:18.380000,2024-03-19 13:37:46.337000,1,1.270972408447096
1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,1,2,1,2,.,.,2,2,2,2,4,2,5,2,2,4,3,5,3,2,50.0,51.0,4,2,3,4,2,5,__NA__,1,1,1,3,1,3,2,1963.0,840,60.0,3,2,2,2,4,4,2,1,2,1,1,1,1,2,1,3,9,2,39,2,2,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,7,3,5,2,2024-03-19 13:20:50.007000,2024-03-19 13:41:56.089000,1,0.3700018440667558
1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,1,3,1,3,1,5,3,2,1,2,4,2,4,1,4,2,1,1,1,2,50.0,10.0,2,1,1,2,2,5,__NA__,2,2,6,.,2,3,1,1955.0,840,69.0,4,1,1,2,4,2,1,3,6,2,7,1,5,2,2,4,3,1,36,1,3,2,2,2,1,2,2,2,1,.,3,.,2,__NA__,2,1,1,2,2024-03-19 13:31:34.725000,2024-03-19 13:46:02.588000,1,1.052537005138135
1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,3,3,1,3,1,4,1,2,3,3,3,3,4,2,6,2,1,4,4,3,4,1,50.0,50.0,3,3,1,1,4,1,__NA__,3,2,6,.,2,3,1,2001.0,997,23.0,1,1,1,2,.,1,1,2,2,2,5,5,5,2,1,3,1,1,36,1,3,2,2,2,1,2,2,1,2,1,3,3,4,__NA__,1,1,1,2,2024-03-19 12:15:45.387000,2024-03-19 13:46:48.506000,1,1.776106692846698
.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,2,2,1,2,3,3,.,.,5,2,2,1,1,5,7,2,5,1,1,1,1,5,0.0,100.0,2,1,5,8,2,5,__NA__,1,1,1,1,1,6,1,1961.0,840,62.0,3,2,2,2,4,2,1,1,7,2,3,12,5,2,2,5,3,1,39,2,1,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,8,5,5,4,2024-03-19 13:22:36.079000,2024-03-19 13:46:59.219000,2,0.6117773778863843
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,2,3,1,2,1,3,1,2,2,2,2,2,4,2,6,3,4,3,1,4,2,3,40.0,81.0,4,1,1,1,1,5,__NA__,1,1,1,2,1,2,2,1963.0,840,60.0,3,2,2,2,4,2,1,1,5,2,2,11,1,2,1,4,8,2,17,2,2,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,1,1,5,1,2024-03-19 13:21:59.426000,2024-03-19 13:48:12.127000,2,0.4522332146190778
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,.,.,.,1,1,.,.,2,2,.,.,2,2,3,3,1,2,1,2,1,3,4,3,2,3,4,3,5,3,3,3,.,3,3,3,50.0,52.0,3,3,1,1,4,2,__NA__,1,2,6,.,1,3,1,1955.0,840,68.0,4,2,2,2,4,2,1,2,2,2,1,11,5,2,1,5,1,1,11,3,1,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,1,1,5,2,2024-03-19 13:13:05.852000,2024-03-19 13:50:27.473000,2,1.614772157997999
1,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,5,5,2,2,2,2,2,5,5,2,2,2,2,4,9,1,5,2,2,2,1,1,48.0,100.0,3,1,5,5,4,2,__NA__,2,2,6,.,2,3,1,1980.0,840,44.0,2,1,3,1,4,4,2,1,5,2,1,5,1,2,2,5,1,1,47,3,4,2,2,2,2,1,2,2,1,.,3,.,2,__NA__,5,5,1,2,2024-03-19 13:24:21.440000,2024-03-19 13:51:22.034000,1,1.203728168581621
.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,2,2,2,5,1,5,1,2,2,2,2,2,5,1,6,1,4,4,5,4,2,4,9.0,79.0,2,2,3,3,2,5,__NA__,2,2,6,.,2,1,2,1981.0,276,43.0,2,1,1,2,4,6,4,4,6,2,7,11,5,2,2,5,2,1,42,1,1,2,2,2,2,1,2,2,1,.,1,3,.,__NA__,5,3,1,1,2024-03-19 13:26:07.395000,2024-03-19 13:52:29.987000,2,1.481123095179105
.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,5,5,2,3,2,3,2,3,5,1,3,1,5,5,6,5,2,3,3,3,3,3,39.0,43.0,4,3,2,6,2,4,Tv8,3,2,6,.,1,6,2,1974.0,840,49.0,3,1,1,2,4,2,1,1,4,1,1,1,2,1,1,5,1,1,22,3,4,2,2,2,1,2,2,2,1,.,3,.,3,__NA__,4,2,2,4,2024-03-19 14:11:50.482000,2024-03-19 14:24:09.368000,2,1.246097227634785
.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,3,3,2,3,1,2,.,.,5,3,2,3,2,4,9,3,3,3,4,3,3,3,86.0,61.0,3,3,3,4,7,5,__NA__,2,2,6,.,2,2,2,1993.0,840,31.0,2,4,4,2,4,5,3,1,3,1,1,2,1,1,2,3,3,1,17,2,2,2,2,2,2,1,2,2,1,.,3,.,4,__NA__,7,3,1,1,2024-03-19 14:10:48.770000,2024-03-19 14:24:16.936000,2,1.177747844761202
.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,1,1,1,3,1,3,2,3,2,2,2,2,4,2,6,3,3,2,2,2,2,2,50.0,75.0,2,2,2,6,2,5,__NA__,1,1,2,2,1,3,2,1972.0,840,51.0,3,1,1,2,4,4,2,2,5,1,3,11,3,2,2,3,10,3,1,3,2,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,4,2,2,2,2024-03-19 14:12:08.425000,2024-03-19 14:28:26.821000,2,0.4992645392374119
2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,3,4,4,3,2,1,2,3,1,2,3,3,3,4,3,2,3,2,3,1,4,41.0,55.0,2,3,1,2,2,2,__NA__,1,1,1,3,1,3,2,1986.0,840,38.0,2,1,1,2,.,4,2,2,4,2,6,2,1,1,1,3,13,3,39,2,1,2,2,2,1,2,2,1,2,.,3,.,1,__NA__,2,1,5,2,2024-03-19 14:14:11.358000,2024-03-19 14:29:09.655000,1,0.7227105363277138
1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,3,3,1,5,1,2,2,5,3,2,2,2,4,5,5,5,1,5,5,5,5,1,90.0,79.0,5,2,2,7,1,2,__NA__,1,1,2,2,1,5,2,1959.0,840,64.0,3,1,1,2,4,6,4,2,4,2,2,2,1,2,1,3,8,2,42,1,4,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,3,2,2,3,2024-03-19 14:10:31.239000,2024-03-19 14:29:58.864000,1,0.827630124550184
.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,3,3,1,5,1,5,2,5,1,2,2,2,4,2,6,4,1,5,5,4,4,1,70.0,50.0,5,3,2,6,1,2,__NA__,1,1,2,2,1,4,2,1972.0,840,51.0,3,1,1,2,4,5,3,2,5,1,3,12,1,2,1,4,11,3,19,2,2,2,2,1,1,2,2,2,1,.,3,.,1,__NA__,4,2,2,3,2024-03-19 14:12:11.380000,2024-03-19 14:31:06.737000,2,0.7569421230092446
1,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,5,5,1,2,1,3,2,3,1,2,2,2,4,2,6,4,3,2,2,2,2,3,80.0,44.0,5,1,2,7,3,5,__NA__,1,1,2,3,1,4,2,1960.0,840,63.0,3,1,1,2,4,2,1,3,6,2,1,12,1,2,1,4,6,2,39,2,2,2,2,2,1,2,2,2,1,.,3,.,5,__NA__,3,2,2,3,2024-03-19 14:12:18.613000,2024-03-19 14:31:57.692000,1,0.9659083697228047
1,2,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,5,4,1,5,2,4,1,3,2,2,2,2,4,2,6,4,4,4,2,5,1,3,50.0,78.0,4,1,3,3,4,1,__NA__,2,2,6,.,2,3,1,1969.0,840,54.0,3,1,1,2,4,2,1,3,5,2,2,12,1,2,2,5,2,1,16,4,2,2,2,2,2,1,2,2,1,.,3,.,4,__NA__,5,3,1,2,2024-03-19 14:14:46.641000,2024-03-19 14:36:30.375000,1,1.007088646045881
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,5,5,2,5,1,5,.,.,2,2,2,2,2,5,5,4,3,3,3,3,3,3,64.0,43.0,3,2,5,8,4,5,__NA__,3,2,6,.,2,4,2,1960.0,840,63.0,3,1,1,2,4,2,1,2,6,1,2,11,1,2,1,4,5,1,17,2,4,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,4,2,1,3,2024-03-19 14:16:12.699000,2024-03-19 14:36:33.769000,2,0.7215915893146455
2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,1,2,.,.,2,2,.,.,1,1,1,1,1,1,1,1,2,2,2,2,4,5,6,1,5,5,2,5,1,4,29.0,100.0,1,1,1,1,1,3,__NA__,1,1,1,1,1,2,2,1960.0,840,63.0,3,1,1,2,.,3,2,2,5,2,6,5,6,2,1,3,11,3,36,1,2,2,2,2,1,2,2,2,1,2,3,.,5,__NA__,1,1,5,1,2024-03-19 14:11:11.292000,2024-03-19 14:36:57.336000,1,0.513262150599992
.,.,1,1,.,.,2,1,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,2,2,2,5,3,3,2,5,1,1,2,1,5,5,4,4,3,4,3,3,2,3,49.0,19.0,3,2,2,7,3,4,nbc,1,1,2,2,1,6,2,1965.0,840,58.0,3,1,1,2,4,2,1,1,5,2,2,12,1,2,2,5,3,1,42,1,3,2,2,2,1,2,2,2,1,.,3,.,6,__NA__,3,2,2,4,2024-03-19 14:12:26.910000,2024-03-19 14:37:11.765000,2,0.6586027134841953
2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,3,3,1,3,1,3,2,3,1,2,2,2,4,2,5,2,3,3,3,5,3,2,70.0,55.0,5,4,3,5,3,5,__NA__,1,1,2,1,1,4,2,1970.0,840,54.0,3,1,1,2,4,5,3,1,2,1,1,1,5,2,1,4,3,1,12,3,3,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,6,3,2,3,2024-03-19 14:12:44.223000,2024-03-19 14:41:44.328000,1,0.6798038963368426
.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,1,1,2,5,2,5,2,5,1,2,2,2,4,2,6,3,2,5,1,5,3,2,52.0,55.0,5,5,3,5,1,5,__NA__,1,2,6,.,2,3,1,1972.0,840,51.0,3,1,1,2,.,3,2,1,4,2,1,12,5,2,2,3,5,1,41,4,4,2,2,2,1,2,2,2,1,1,3,.,4,__NA__,6,3,1,2,2024-03-19 14:24:59.552000,2024-03-19 14:44:09.808000,2,1.576817322673897
1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,3,3,2,3,3,3,2,2,2,3,3,3,4,3,5,3,3,3,3,3,3,2,56.0,58.0,3,3,2,6,7,5,__NA__,2,2,6,.,2,3,1,1964.0,840,60.0,3,1,1,2,4,3,2,3,6,1,7,9,6,2,1,3,3,1,17,2,1,2,2,2,2,1,2,2,1,.,3,.,3,__NA__,4,2,1,2,2024-03-19 14:28:14.122000,2024-03-19 14:49:43.901000,1,1.036450304566394
1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,1,1,1,1,2,3,3,2,2,2,4,2,6,3,4,4,4,4,2,2,90.0,100.0,5,1,2,6,2,5,__NA__,1,1,6,2,1,4,2,1956.0,840,67.0,4,7,4,2,4,5,3,3,6,2,7,1,1,2,1,2,97,4,42,1,2,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,4,2,1,3,2024-03-19 14:12:02.427000,2024-03-19 15:01:00.157000,1,1.33408434612919
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,1,.,.,2,2,4,4,3,3,4,3,1,4,2,2,2,3,3,2,7,4,3,3,3,3,3,3,51.0,51.0,3,4,1,1,2,5,__NA__,1,1,1,1,1,2,1,1991.0,840,32.0,2,1,1,2,4,3,2,1,3,2,5,2,5,2,2,4,6,2,42,1,2,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,1,1,5,1,2024-03-19 13:26:14.900000,2024-03-19 16:37:19.987000,2,1.157531441177871
.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,2,1,.,.,1,1,.,.,1,1,.,.,2,1,1,1,2,3,2,3,1,1,2,2,2,2,4,2,6,2,5,2,1,2,1,5,0.0,74.0,2,1,1,1,1,3,__NA__,1,1,1,4,1,1,2,1973.0,840,50.0,3,2,2,2,4,4,2,2,6,2,1,12,1,2,2,5,3,1,17,2,1,2,2,2,1,2,2,2,1,.,3,.,7,__NA__,1,1,5,1,2024-03-19 13:13:57.799000,2024-03-19 16:41:01.072000,2,0.3854596832509823
.,.,2,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,4,4,1,3,2,4,2,3,2,1,2,2,4,2,6,3,3,2,3,3,3,3,63.0,49.0,3,2,2,6,2,5,__NA__,1,1,2,2,1,3,2,1979.0,840,45.0,3,1,1,2,4,6,4,1,2,1,1,1,1,1,2,4,8,2,28,3,3,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,4,2,2,2,2024-03-19 14:11:49.686000,2024-03-19 15:51:18.823000,2,0.6626106240060231
1,1,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,1,5,1,3,2,3,1,2,2,2,4,2,6,4,1,5,5,5,4,1,78.0,89.0,5,3,3,5,1,2,__NA__,2,2,6,.,2,4,1,1943.0,840,80.0,4,1,1,2,4,5,3,1,2,2,1,1,1,2,1,4,6,2,17,2,2,2,2,1,1,2,2,2,1,.,3,.,5,__NA__,6,3,1,3,2024-03-19 15:31:50.544000,2024-03-19 15:53:57.842000,1,1.987769296323076
1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,1,.,.,2,4,2,4,1,3,1,3,2,2,2,2,4,2,6,2,5,2,2,3,1,4,41.0,73.0,2,1,1,2,2,3,__NA__,2,2,6,.,2,3,2,1961.0,840,62.0,3,2,2,2,4,3,2,3,5,1,8,11,1,2,2,3,97,4,48,3,2,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,2,1,1,2,2024-03-19 15:35:58.134000,2024-03-19 15:55:03.964000,1,0.9573430635266253
2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,3,4,1,3,2,5,1,2,2,2,4,2,5,5,2,5,5,5,4,2,90.0,55.0,5,5,3,5,1,5,__NA__,1,1,2,2,1,5,1,1953.0,840,70.0,4,7,4,2,.,3,2,2,5,2,5,1,1,2,1,3,5,1,26,2,2,2,2,2,1,2,2,2,1,1,3,.,5,__NA__,6,3,2,3,2024-03-19 15:32:13.298000,2024-03-19 15:55:28.150000,1,0.6532755703796618
2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,2,2,2,3,.,.,4,1,1,2,2,2,5,3,2,3,3,4,3,3,51.0,49.0,2,2,3,4,2,1,__NA__,2,2,6,.,2,3,2,1975.0,608,48.0,3,3,3,1,4,4,2,2,4,2,2,2,5,1,2,4,4,1,6,4,1,2,1,2,2,2,1,2,2,.,3,.,1,__NA__,7,3,1,2,2024-03-19 15:45:42.741000,2024-03-19 15:57:41.232000,1,0.9249440963436665
1,1,.,.,1,2,.,.,1,2,.,.,1,1,.,.,2,1,.,.,2,2,.,.,1,2,.,.,1,1,.,.,1,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,3,3,1,2,1,1,2,3,2,1,2,2,4,3,5,3,4,1,2,3,2,3,49.0,47.0,2,1,2,7,2,4,Oann,1,1,2,2,1,3,2,1966.0,840,57.0,3,1,1,2,4,2,1,2,5,1,3,1,6,2,1,4,6,2,36,1,4,2,2,2,1,2,2,2,1,.,3,.,6,__NA__,3,2,2,2,2024-03-19 14:10:59.366000,2024-03-19 16:12:50.168000,1,0.6586027134841953
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,1,2,.,.,2,2,.,.,1,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,1,.,.,2,2,1,1,1,5,1,5,1,1,2,2,2,2,4,5,6,1,5,3,2,5,2,5,41.0,90.0,2,1,3,3,1,1,__NA__,2,2,6,.,2,3,1,1946.0,840,77.0,4,1,1,2,4,6,4,4,6,2,7,9,3,2,2,2,8,2,12,3,1,2,2,1,2,2,2,2,1,.,3,.,5,__NA__,5,3,1,2,2024-03-19 15:48:29.617000,2024-03-19 16:14:55.387000,2,1.237636450399895
.,.,1,2,.,.,2,2,.,.,2,1,.,.,1,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,1,1,2,2,1,1,3,1,1,2,2,2,2,4,2,5,3,5,2,5,3,2,4,9.0,98.0,1,1,1,1,1,5,__NA__,1,1,1,1,1,1,2,1983.0,840,40.0,2,1,1,2,4,6,4,4,6,2,7,9,5,2,1,3,9,2,34,1,2,2,2,2,1,2,2,2,1,.,3,.,1,__NA__,1,1,5,1,2024-03-19 16:11:45.586000,2024-03-19 16:22:10.003000,2,0.9554706354560404
.,.,1,1,.,.,2,2,.,.,2,2,.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,1,1,.,.,1,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,2,3,1,4,1,1,.,.,3,1,2,2,4,2,5,1,4,3,2,5,1,2,51.0,100.0,3,2,3,4,1,5,__NA__,1,1,1,3,1,3,2,1948.0,840,75.0,4,1,1,2,4,6,4,1,2,1,1,1,3,2,1,3,11,3,13,3,2,2,2,2,2,1,2,2,1,.,3,.,5,__NA__,7,3,5,2,2024-03-19 16:16:04.711000,2024-03-19 16:27:05.814000,2,0.5011618434557874
.,.,1,1,.,.,1,1,.,.,1,1,.,.,2,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,1,2,.,.,1,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,1,.,.,1,1,.,.,2,1,.,.,2,2,.,.,2,1,4,4,4,4,4,4,2,4,4,1,2,2,2,1,5,5,3,3,3,3,3,3,49.0,49.0,3,3,3,5,3,5,__NA__,1,1,3,3,2,2,2,1946.0,840,77.0,4,1,1,2,4,2,1,1,5,1,1,1,4,2,1,5,1,1,19,2,1,2,2,2,2,1,2,2,1,.,3,.,7,__NA__,6,3,1,1,2024-03-19 16:14:17.025000,2024-03-19 16:27:05.693000,2,0.9185725370007316
.,.,1,1,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,2,.,.,2,1,.,.,2,1,.,.,2,2,.,.,2,1,.,.,2,2,.,.,2,2,.,.,1,2,.,.,2,1,.,.,2,1,.,.,2,1,.,.,1,2,.,.,2,1,1,3,2,4,1,4,1,2,2,2,2,2,4,2,5,4,4,2,4,4,2,4,20.0,70.0,2,1,1,1,1,5,__NA__,1,1,1,2,1,2,2,1995.0,840,28.0,1,1,1,2,4,5,3,4,6,2,7,10,6,2,2,2,11,3,45,3,2,2,2,2,2,1,2,2,1,.,3,.,1,__NA__,1,1,5,1,2024-03-19 16:17:26.921000,2024-03-19 16:27:11.717000,2,0.6944059794312505
